,0,1,2,3,4,5
15,https://music.163.com/song?id=518781004,生僻字,听张云雷,"听张云雷：发了第三遍了，不想再沉了啊
咄嗟duō jiē
蹀躞dié xiè
耄耋mào dié
蘡薁yīng yù
龃龉jǔ yǔ
狖恶鼯轩yòu è wú xuān
怙恶不悛 hù è bù quān
其靁虺虺 qí léi huǐ huǐ
腌臜孑孓ā zā jié jué
陟罚臧否 zhì fá zāng pǐ
针砭biān时弊
鳞次栉zhì比
一张一翕xī",2018年12月10日,(5887)
16,https://music.163.com/song?id=518781004,生僻字,白夜spare,"白夜spare：这个还真不赖人家抖音。
看看作者的抖音号就知道了。",刚刚,
17,https://music.163.com/song?id=518781004,生僻字,烈焰黑,烈焰黑：达拉崩吧了解一下,刚刚,
18,https://music.163.com/song?id=518781004,生僻字,德震很优秀,德震很优秀：我都受不了了 我们学校拿这个考试,刚刚,
19,https://music.163.com/song?id=518781004,生僻字,林深不见鹿见云,林深不见鹿见云：是的 高考都要背好多成语,刚刚,
20,https://music.163.com/song?id=518781004,生僻字,李唯博1,李唯博1：曾经初中喜欢一个女孩，她莫名其妙就被打了，她一个人坐在操场，看着好可怜，我买了一大堆药过去帮她擦，就这样默默的大家都没有说话，后来她对我有了好感，成为了我女友，愿她永远不知道是我叫人去打她的,刚刚,
21,https://music.163.com/song?id=518781004,生僻字,AryaEmrys,AryaEmrys：哗众取宠的歌词里透露着没文化,刚刚,(1)
22,https://music.163.com/song?id=518781004,生僻字,白夜spare,白夜spare：别逗我了好么,1分钟前,
23,https://music.163.com/song?id=518781004,生僻字,好大一只喵喵喵喵猫,好大一只喵喵喵喵猫：av40278127这个视屏我觉得挺有道理的 中国五千多个汉字有三千多个生僻字这首歌还真不能概括，且这首歌多数不能称之为生僻字，另外腌臜是一个贬义词 说白了就是脏话，这就是弘扬中国文化了? 另外说这是杠的小朋友百度一下何为杠精再来回我,1分钟前,(2)
24,https://music.163.com/song?id=518781004,生僻字,漫栖,漫栖：每次自己哼到副歌就自动哼成：我是隔壁的泰山，抓住爱情的藤蔓 怎么破，太像了叭,1分钟前,
25,https://music.163.com/song?id=518781004,生僻字,AShui阿水啊水,AShui阿水啊水：我🌝：其他语言的歌，歌词不好没关系旋律可以凑，反正也听不懂，中文歌歌词不好很影响体验感的，毕竟一听就听出来了。 网易云私人FM🌚：好的。 您赢了🌚真香,2分钟前,
26,https://music.163.com/song?id=518781004,生僻字,Mo_Jager,Mo_Jager：你指的没文化是什么意思呢？毫无章法的词语拼凑这句话哪儿有问题呢？我想如果你也是汉语言专业的话应该能一眼看出来吧？,2分钟前,
27,https://music.163.com/song?id=518781004,生僻字,蔗糖L,蔗糖L：你不是一个人。。。,2分钟前,
28,https://music.163.com/song?id=518781004,生僻字,小太阳呦呦呦呦呦,小太阳呦呦呦呦呦：也喜欢张云雷,2分钟前,
29,https://music.163.com/song?id=518781004,生僻字,白夜spare,白夜spare：你百度搜一下生僻字，歌词里面的词语第一页基本都能看到。懂了么？,3分钟前,
30,https://music.163.com/song?id=518781004,生僻字,toisbeok,toisbeok：秀儿贼6,3分钟前,
31,https://music.163.com/song?id=518781004,生僻字,Mo_Jager,Mo_Jager：上热评好啊，这首歌的问题明眼人一眼就看得出来。我说这歌有问题，马上大家就想到我诋毁文字，马上就想到我没有文化，马上就想到我阻碍了中国文化的与时俱进。中国人的想像惟在这一层能够如此跃进！,4分钟前,(1)
32,https://music.163.com/song?id=518781004,生僻字,蔗糖L,蔗糖L：我也听的有点像,4分钟前,
33,https://music.163.com/song?id=518781004,生僻字,单脚站立的稻_草人,单脚站立的稻_草人：好😊好好好,5分钟前,
34,https://music.163.com/song?id=518781004,生僻字,阿龙12356123698,阿龙12356123698：今年春晚肯定有这首歌,5分钟前,(1)
35,https://music.163.com/song?id=518781004,生僻字,传说中的dalao一号,传说中的dalao一号：我们语文老师让我们学这个-.-,5分钟前,
0,https://music.163.com/song?id=1328146041,下坠Falling,祎珞0817,祎珞0817：《人间失格》里有这样一句话：“若能避开猛烈的欢喜，自然也不会有悲痛的来袭”,2018年12月20日,(45735)
1,https://music.163.com/song?id=1328146041,下坠Falling,Corkiiii,Corkiiii：Yo Everyone很开心能在云音乐分享我的歌给大家，音乐一直都是我的生活，它给我带来的已经够多了，对待它我也从不马虎。我会努力不断作出好的作品每月与你们分享，请期待✌🏻Peace out,2018年12月8日,(23862)
2,https://music.163.com/song?id=1328146041,下坠Falling,是谁的陈同学呀,是谁的陈同学呀：实不相瞒，还是会想你，但能克服，问题不大,2018年12月16日,(22908)
3,https://music.163.com/song?id=1328146041,下坠Falling,淡淡蓝的淡蓝时光,淡淡蓝的淡蓝时光：很少能听到像英文歌一样 一开口就能吸引我的中文歌,2018年11月29日,(17613)
4,https://music.163.com/song?id=1328146041,下坠Falling,半世佛陀半世僧,"半世佛陀半世僧：两个人互相思念对方
这样的见面才有意义",2018年12月17日,(14200)
5,https://music.163.com/song?id=1328146041,下坠Falling,嗯我好想你,嗯我好想你：我说“求你别走”但我也说“我放过你”,2018年12月20日,(9735)
6,https://music.163.com/song?id=1328146041,下坠Falling,回忆骸,回忆骸：我只期盼你用天使般的手，紧紧的抱着我,2018年11月29日,(8564)
7,https://music.163.com/song?id=1328146041,下坠Falling,我也只能做自己的英雄,我也只能做自己的英雄：《人间失格》里还有这样一句话：“仅一夜之隔，我心竟判若两人”,2018年12月21日,(8418)
8,https://music.163.com/song?id=1328146041,下坠Falling,陌生人的猫L,陌生人的猫L：“所谓的世间，不就是个人吗”,2018年12月19日,(7172)
9,https://music.163.com/song?id=1328146041,下坠Falling,巨凶,巨凶：当天空真的开始崩塌 我会在你身边看万物坠落 我们会变成万物坠落,2018年12月2日,(6973)
10,https://music.163.com/song?id=1328146041,下坠Falling,你的青玖哥哥,你的青玖哥哥：知道你看不到的，你就像是深渊，我跌入后，想要急于证明我是爱你的，却忘了问你，爱不爱我。怕付出的都只是一厢情愿。,2018年12月16日,(4063)
11,https://music.163.com/song?id=1328146041,下坠Falling,耗躲遇,"耗躲遇：第一眼 惊艳
第二眼 沦陷
第三眼 不负遇见",2018年12月22日,(3661)
12,https://music.163.com/song?id=1328146041,下坠Falling,番茄鱼啊oo,番茄鱼啊oo：大学时坐一夜的火车去看音乐节，然后挤在陌生的人群里狂欢两天，又赶着连夜的火车跑回学校上课，总觉得自己有用不完的精力，也总觉得这世界精彩的可以。以为毕业后能更自由去更多的地方看更多的音乐节，可现实是连去个同城的livehouse都成了奢侈的事儿。打包那些闪光的回忆，总有一天我带它逃离。,2018年12月20日,(3179)
13,https://music.163.com/song?id=1328146041,下坠Falling,逃桀,逃桀：我很想你 今夜如此 夜夜皆然,2018年12月20日,(3086)
14,https://music.163.com/song?id=1328146041,下坠Falling,当伱沉睡时,"当伱沉睡时：前几天私人FM已推，但未评论
今天又私推过来了，习惯性好评还不行吗....",2018年12月4日,(2684)
15,https://music.163.com/song?id=1328146041,下坠Falling,愿你冬来温雪,愿你冬来温雪：[多多大哭][多多调皮],2分钟前,
16,https://music.163.com/song?id=1328146041,下坠Falling,认真的老去-_,认真的老去-_：不完美又何妨？ 万物皆有裂隙，那是光进来的地方,3分钟前,(2)
17,https://music.163.com/song?id=1328146041,下坠Falling,昭哥吖,昭哥吖：都在歌颂爱情 庸俗,4分钟前,
18,https://music.163.com/song?id=1328146041,下坠Falling,漓念lhz,漓念lhz：希望你能用你天使般的手抚摸我的伤口，可你却没有,9分钟前,(2)
19,https://music.163.com/song?id=1328146041,下坠Falling,拾物者,拾物者：这封面里有好大的两个鸡蛋呀。。。。。。。。。。。。能吃嘛,11分钟前,(1)
20,https://music.163.com/song?id=1328146041,下坠Falling,寸友,"寸友：感情一旦深入
便到了无法控制的地步",11分钟前,
21,https://music.163.com/song?id=1328146041,下坠Falling,zwzen,zwzen：广东体育生加油！广体见！,13分钟前,(2)
22,https://music.163.com/song?id=1328146041,下坠Falling,苍苍竹林晚啊,苍苍竹林晚啊：所以今年还要单身吗,13分钟前,(2)
23,https://music.163.com/song?id=1328146041,下坠Falling,狼琰,狼琰：其实后来还是可以说一句“好久不见”或者“我好像在哪见过你”,15分钟前,(2)
24,https://music.163.com/song?id=1328146041,下坠Falling,今晚想睡先生你,今晚想睡先生你：疲于维持脆弱的人际关系,16分钟前,(1)
25,https://music.163.com/song?id=1328146041,下坠Falling,Pink娜娜酱,Pink娜娜酱：封面....,19分钟前,
26,https://music.163.com/song?id=1328146041,下坠Falling,云寂空庭,云寂空庭：好听,20分钟前,
27,https://music.163.com/song?id=1328146041,下坠Falling,LinKing-Linking,LinKing-Linking：这个封面是啥？我怎么看了有一种邪恶感,21分钟前,
28,https://music.163.com/song?id=1328146041,下坠Falling,Lonely孤独者旧梦,Lonely孤独者旧梦：明明你还是喜欢我，为什么.........不承认。你....是是以为我喜欢别人，你错了，我真真正正爱你的人是你......,21分钟前,(2)
29,https://music.163.com/song?id=1328146041,下坠Falling,1111111111333658768,1111111111333658768：得不到就算了,22分钟前,
30,https://music.163.com/song?id=1328146041,下坠Falling,姐霸占幼儿园,姐霸占幼儿园：我目光所极之地，都是你,23分钟前,(1)
31,https://music.163.com/song?id=1328146041,下坠Falling,刘小贝_-,"刘小贝_-：“我将孤独的苦恼暗藏于心，拼命地用天真无邪的乐天派模样掩饰内心的忧郁和敏感，逐渐成为一个爱做戏的怪人。”

—— 《人间失格》",23分钟前,(4)
32,https://music.163.com/song?id=1328146041,下坠Falling,平凡的一天i,平凡的一天i：我只期盼你用天使般的手，给我一个火辣辣的大嘴巴子，让我认清现实🙃,26分钟前,(3)
33,https://music.163.com/song?id=1328146041,下坠Falling,买我的倍镜吗,买我的倍镜吗：怎么说 挺遗憾的 喜欢你像坐滑梯似的 一下就滑下去了结束了 我坐在最底层想了想还是觉得难以回去 至少懒得原路返回也懒得绕一圈重新开始 起身拍了拍一屁股灰尘 又晃晃悠悠笑着向人潮走去了 岁月也不算冗长 你我都善良 我见到你的时候 还是会笑,27分钟前,(3)
34,https://music.163.com/song?id=1328146041,下坠Falling,寸友,"寸友：相识 磨合 分散 "" 各自伤痛 """,28分钟前,(3)
0,https://music.163.com/song?id=1336866134,爱在,杨梓霖哦,杨梓霖哦：青春兵荒马乱，爱情漂泊四方。每个人心中都有“那个地方”——身居两地，心之所属。 在2月14日情人节之前，在评论区告诉我你爱的ta在哪里，我会在评论中抽出一位宝宝送出的精美尤克里里！,1月8日 00:04,(10146)
1,https://music.163.com/song?id=1336866134,爱在,一粒红豆_,一粒红豆_：“若能避开猛烈的喜欢，自然也不会有悲痛的来袭”。 ——《人间失格》,1月8日 00:00,(9162)
2,https://music.163.com/song?id=1336866134,爱在,溪圣恒,"溪圣恒：一夜中的梦。梦里全是你…
可是我再也没有见过你…
我想见你大概只能在梦里…",1月8日 00:44,(6189)
3,https://music.163.com/song?id=1336866134,爱在,杨梓霖哦,杨梓霖哦：陪伴是深情告白，感谢大家一路的支持，感谢天华哥，感谢你们，爱一直在，2019❤️谢谢这么帅的你们这么晚还等着《爱在》比心,1月8日 00:07,(4996)
4,https://music.163.com/song?id=1336866134,爱在,山海1224,山海1224：千言万语，敌不过你一句晚安,1月8日 00:40,(3562)
5,https://music.163.com/song?id=1336866134,爱在,遥远万里心事能否偏差,遥远万里心事能否偏差：人生啊 多的是爱而不得和无法从头再来,1月8日 00:00,(3160)
6,https://music.163.com/song?id=1336866134,爱在,别把热爱丢了m,别把热爱丢了m：我多羡慕她啊，说不喜欢就真的不喜欢我了,1月8日 01:26,(3005)
7,https://music.163.com/song?id=1336866134,爱在,而迷,而迷：男孩如果长大了还哭 那一定是失去了特别特别重要的东西,1月8日 00:07,(2576)
8,https://music.163.com/song?id=1336866134,爱在,嗯我好想你,嗯我好想你：总有一天你会放下稍许不舍和遗憾带上爱开始新生活,1月8日 00:16,(2412)
9,https://music.163.com/song?id=1336866134,爱在,拥陪,拥陪：望穿秋水了吧 你等的人来了吗,1月8日 18:45,(2213)
10,https://music.163.com/song?id=1336866134,爱在,小幺幺幺妹_,小幺幺幺妹_：后来你选择了合适，而我输给了喜欢。,1月8日 10:09,(1999)
11,https://music.163.com/song?id=1336866134,爱在,被丞哥摸头,被丞哥摸头：我被黑夜冲昏了头 差点就要说想你了,1月8日 00:12,(1917)
12,https://music.163.com/song?id=1336866134,爱在,再一眼心动,再一眼心动：人山人海 难遇难求,1月8日 08:39,(1823)
13,https://music.163.com/song?id=1336866134,爱在,岀海,岀海：也许我忘记了很多事情，但我从未忘记过爱你。 ,1月8日 09:05,(1480)
14,https://music.163.com/song?id=1336866134,爱在,我愿化身恶鬼,我愿化身恶鬼：与君同船渡 达岸各自归,1月8日 00:03,(1280)
15,https://music.163.com/song?id=1336866134,爱在,人间抛弃我了,人间抛弃我了：“本来在这漫长黑暗的人生隧道里我已经打算一屁股坐下来放弃了，可是一想到你，还是决定拍拍身上的土，继续走，找到出口去抱抱你。”  ——德卡先生的信箱,刚刚,
16,https://music.163.com/song?id=1336866134,爱在,赤那1993,赤那1993：求神問卜，不如靠自己，如果自己的幸福，都不去爭取，就算白白送給你，也會失去。,1分钟前,
17,https://music.163.com/song?id=1336866134,爱在,再无-懷安,再无-懷安：你的歌很打动人心，只不过，充满感动，满怀失望，泪流不止！！！,1分钟前,
18,https://music.163.com/song?id=1336866134,爱在,大象_w,大象_w：我也想知道他在哪里啊 最后的消息也是听别人说他出国了[多多大哭],1分钟前,
19,https://music.163.com/song?id=1336866134,爱在,钟只期,钟只期：应该说是回来了，但一切都变了，特别是距离感，不过没关系，知道她过得很好，我也很好,2分钟前,
20,https://music.163.com/song?id=1336866134,爱在,杨梓霖的女孩,杨梓霖的女孩：真的等了很久,2分钟前,(1)
21,https://music.163.com/song?id=1336866134,爱在,二三闲語170617,"二三闲語170617：你狠心推开我好多次 证明我是离不开你是吗
我走了 你又想我了 你说你对我太狠 你可知道我什么都压在你身上了 你却让我屡次失望
绝情到让我不认识你 我只想对你说 好好活着 别打扰我了",2分钟前,
22,https://music.163.com/song?id=1336866134,爱在,姜彤鑫,姜彤鑫：一年不曾说一句话,2分钟前,
23,https://music.163.com/song?id=1336866134,爱在,赤那1993,赤那1993：死纏爛打！,4分钟前,
24,https://music.163.com/song?id=1336866134,爱在,一生为陌,一生为陌：诸位将军，我追随主公这些年，也见证了少主的成长。文则愚钝，始终以为，少主仅乃一介凡夫，但仅凭一身血肉，少主也展现出了枭雄之相，将来必成大气。我于禁已经无法在战斗，恳请将军们，保护这大魏的火苗。我于禁，没有遗憾了,4分钟前,(1)
25,https://music.163.com/song?id=1336866134,爱在,周Ayu,周Ayu：我说过一生只爱一个人，我一定说到做到,5分钟前,
26,https://music.163.com/song?id=1336866134,爱在,a阿咻,a阿咻：他在我旁边 不想去想未来 只想现在好好的就好,5分钟前,
27,https://music.163.com/song?id=1336866134,爱在,同學妍_,同學妍_：在我身边,6分钟前,
28,https://music.163.com/song?id=1336866134,爱在,蕊蕊three,蕊蕊three：和张浩泽的声音有点点像,7分钟前,
29,https://music.163.com/song?id=1336866134,爱在,好看而又无趣的皮囊,好看而又无趣的皮囊：有没有空城 病变的感觉 混合在一起 只是改了一点点,8分钟前,(1)
30,https://music.163.com/song?id=1336866134,爱在,你的眼里可否有过我,你的眼里可否有过我：惊鸿一瞥 一眼万年,8分钟前,
31,https://music.163.com/song?id=1336866134,爱在,小叔叔的爸爸,小叔叔的爸爸：在别人旁边,10分钟前,
32,https://music.163.com/song?id=1336866134,爱在,再无-懷安,再无-懷安：加油！！！,10分钟前,
33,https://music.163.com/song?id=1336866134,爱在,眉眼在笑190110,"眉眼在笑190110：曾经以为爱情
就是急于证明相爱而确定的关系
语气各种宠溺但大多都是做不到的承诺可分开之后各种绝情删好友好像根本没有相爱过一-样
现在明白不用怕失去对方急于相爱在心里给对方留一片天地就好了待你我安定成熟再携手终是不晚的",10分钟前,(2)
34,https://music.163.com/song?id=1336866134,爱在,CHULIAN_-,CHULIAN_-：我偏是不信 区区穿堂风 何以引山洪💔,10分钟前,
0,https://music.163.com/song?id=574566207,盗将行,江湖行骗老中医,江湖行骗老中医：大盗原来是个将军，但不愿意接受册封，想拿赏赐的明珠给喜欢的人当弹弓打鸟，但回家的途中得知喜欢的人已经死了，庭前只剩下枇杷树了。所以故乡近在一箭的距离，却不敢回去面对现实惶惶不可前。只好当了睥睨四野的大盗。 ――转自专辑封面。,2018年6月20日,(30万)
1,https://music.163.com/song?id=574566207,盗将行,失望惧你,失望惧你：以前，大盗劫城出来掀了姑娘的裙子，反倒被姑娘的笑吸引了，想娶她但自己身份不妥，所以改邪归正，多年后成了将军，但姑娘早已去世，原本要送她的明珠也失去意义，被大盗射向山间。他谢绝了策勋，在庭前种下一棵枇杷树。如果当年没有碍于自己的身份，也许还能在姑娘活着时，为她窃一支玉簪。,2018年6月21日,(22.7万)
2,https://music.163.com/song?id=574566207,盗将行,迷鹭的鹭,迷鹭的鹭：人间烟火，山河远阔。无一是你，无一不是你。,2018年6月20日,(15.7万)
3,https://music.163.com/song?id=574566207,盗将行,帐号已注销,帐号已注销：我只不过骑着我的马溜了个弯 没想到这个弯没转过来就遇见了你,2018年6月20日,(13.5万)
